locality_pid,gnaf_locality_pid,date_created,date_retired,locality_name,postcode,locality_class
VIC1480,250185307,27/4/12,,LEIGH CREEK,3352,GAZETTED LOCALITY
VIC1481,250185308,29/10/12,,LEITCHVILLE,3567,GAZETTED LOCALITY
VIC1482,250185309,27/4/12,,LEMNOS,3631,GAZETTED LOCALITY
VIC1483,250178340,25/1/16,,LENEVA,3691,GAZETTED LOCALITY
VIC1484,250185310,27/4/12,,LEONARDS HILL,3461,GAZETTED LOCALITY
VIC1485,250185311,3/2/18,,LEONGATHA,3953,GAZETTED LOCALITY
VIC1486,250185312,3/2/18,,LEONGATHA NORTH,3953,GAZETTED LOCALITY
VIC1487,250185313,3/2/18,,LEONGATHA SOUTH,3953,GAZETTED LOCALITY
VIC1488,250185314,23/1/13,,LEOPOLD,3224,GAZETTED LOCALITY
VIC1489,250185315,31/10/13,,LERDERDERG,3458,GAZETTED LOCALITY
VIC1490,250185316,27/4/12,,LESLIE MANOR,3260,GAZETTED LOCALITY
VIC1491,250185317,31/10/13,,LETHBRIDGE,3332,GAZETTED LOCALITY
VIC1492,250185318,29/10/12,,LEXTON,3352,GAZETTED LOCALITY
VIC1493,250178349,27/4/12,,LICOLA,3858,GAZETTED LOCALITY
VIC1494,250178350,3/2/18,,LICOLA NORTH,3858,GAZETTED LOCALITY
VIC1495,250185319,27/4/12,,LILLICO,3820,GAZETTED LOCALITY
VIC1496,250185320,27/4/12,,LILLICUR,3371,GAZETTED LOCALITY
VIC1497,250185321,27/4/12,,LILLIMUR,3420,GAZETTED LOCALITY
VIC1498,250185322,27/4/12,,LILLIPUT,3682,GAZETTED LOCALITY
VIC1499,250185323,27/4/12,,LILYDALE,3140,GAZETTED LOCALITY
VIC1500,250178356,27/4/12,,LIMA,3673,GAZETTED LOCALITY
VIC1501,250178357,27/4/12,,LIMA EAST,3673,GAZETTED LOCALITY
VIC1502,250178358,3/2/18,,LIMA SOUTH,3673,GAZETTED LOCALITY
VIC1503,250185324,27/4/12,,LIMESTONE,3717,GAZETTED LOCALITY
VIC1504,250185325,27/4/12,,LINDENOW,3865,GAZETTED LOCALITY
VIC1505,250185326,27/4/12,,LINDENOW SOUTH,3875,GAZETTED LOCALITY
VIC1506,250178362,27/4/12,,LINDSAY,3312,GAZETTED LOCALITY
VIC1507,250178363,29/10/12,,LINDSAY POINT,3496,GAZETTED LOCALITY
VIC1508,250178364,27/4/12,,LINGA,3509,GAZETTED LOCALITY
VIC1509,250185327,27/4/12,,LINTON,3360,GAZETTED LOCALITY
VIC1510,250178366,29/10/12,,LIPAROO,3549,GAZETTED LOCALITY
VIC1511,250185328,27/4/12,,LISMORE,3324,GAZETTED LOCALITY
VIC1512,250178368,27/4/12,,LITCHFIELD,3480,GAZETTED LOCALITY
VIC1513,250185329,27/4/12,,LITTLE DESERT,3418,GAZETTED LOCALITY
VIC1514,250185330,1/11/17,,LITTLE HAMPTON,3458,GAZETTED LOCALITY
VIC1515,250185331,12/5/18,,LITTLE RIVER,3211,GAZETTED LOCALITY
VIC1516,250185332,27/4/12,,LLANELLY,3551,GAZETTED LOCALITY
VIC1517,250178373,27/4/12,,LLOWALONG,3862,GAZETTED LOCALITY
VIC1518,250185333,3/2/18,,LOCH,3945,GAZETTED LOCALITY
VIC1519,250185334,27/4/12,,LOCH SPORT,3851,GAZETTED LOCALITY
VIC1520,250185335,27/4/12,,LOCH VALLEY,3833,GAZETTED LOCALITY
VIC1521,250185336,31/1/14,,LOCKINGTON,3563,GAZETTED LOCALITY
VIC1522,250178377,27/4/12,,LOCKSLEY,3665,GAZETTED LOCALITY
VIC1523,250185337,27/4/12,,LOCKWOOD,3551,GAZETTED LOCALITY
VIC1524,250185338,27/4/12,,LOCKWOOD SOUTH,3551,GAZETTED LOCALITY
VIC1525,250178380,27/4/12,,LODDON VALE,3575,GAZETTED LOCALITY
VIC1526,250185339,27/4/12,,LOGAN,3475,GAZETTED LOCALITY
VIC1527,250185340,27/4/12,,LONDRIGAN,3678,GAZETTED LOCALITY
VIC1528,250185341,3/2/18,,LONG FOREST,3340,GAZETTED LOCALITY
VIC1529,250185342,27/4/12,,LONG GULLY,3550,GAZETTED LOCALITY
VIC1530,250178385,27/4/12,,LONGERENONG,3401,GAZETTED LOCALITY
VIC1531,250185343,27/4/12,,LONGFORD,3851,GAZETTED LOCALITY
VIC1532,250185344,23/1/13,,LONGLEA,3551,GAZETTED LOCALITY
VIC1533,250185345,3/8/18,,LONGWARRY,3816,GAZETTED LOCALITY
VIC1534,250185346,3/8/18,,LONGWARRY NORTH,3816,GAZETTED LOCALITY
VIC1535,250185347,27/4/12,,LONGWOOD,3665,GAZETTED LOCALITY
VIC1536,250190866,2/2/17,,LONGWOOD EAST,3666,GAZETTED LOCALITY
VIC1537,250185348,1/11/17,,LORNE,3232,GAZETTED LOCALITY
VIC1538,250178392,27/4/12,,LORQUON,3418,GAZETTED LOCALITY
VIC1539,250185349,27/4/12,,LOVELY BANKS,3213,GAZETTED LOCALITY
VIC1540,250178395,29/10/12,,LOWER MOIRA,3639,GAZETTED LOCALITY
VIC1541,250178396,26/7/12,,LOWER NORTON,3401,GAZETTED LOCALITY
VIC1542,250185351,27/4/12,,LOWER PLENTY,3093,GAZETTED LOCALITY
VIC1543,250178398,3/2/18,,LOY YANG,3844,GAZETTED LOCALITY
VIC1544,250178399,1/11/17,,LUBECK,3385,GAZETTED LOCALITY
VIC3000,250191095,2/2/17,,LUCAS,3350,GAZETTED LOCALITY
VIC1545,250185352,29/10/12,,LUCKNOW,3875,GAZETTED LOCALITY
VIC1546,250178401,27/4/12,,LUCYVALE,3691,GAZETTED LOCALITY
VIC1547,250178402,27/4/12,,LURG,3673,GAZETTED LOCALITY
VIC1548,250185353,9/11/15,,LYAL,3444,GAZETTED LOCALITY
VIC1549,250185354,27/4/12,,LYNBROOK,3975,GAZETTED LOCALITY
VIC1550,250185355,1/11/17,,LYNDHURST,3975,GAZETTED LOCALITY
VIC1551,250178406,27/4/12,,LYONS,3304,GAZETTED LOCALITY
VIC1552,250185356,1/11/17,,LYONVILLE,3461,GAZETTED LOCALITY
VIC1553,250185357,26/7/12,,LYSTERFIELD,3156,GAZETTED LOCALITY
VIC1554,250185358,27/4/12,,LYSTERFIELD SOUTH,3156,GAZETTED LOCALITY
VIC1555,250185359,27/4/12,,MACARTHUR,3286,GAZETTED LOCALITY
VIC1556,250185360,27/4/12,,MACCLESFIELD,3782,GAZETTED LOCALITY
VIC1557,250185361,9/8/17,,MACEDON,3440,GAZETTED LOCALITY
VIC1558,250185362,2/5/17,,MACKS CREEK,3971,GAZETTED LOCALITY
VIC1559,250185363,29/10/12,,MACLEOD,3085,GAZETTED LOCALITY
VIC1560,250178415,27/4/12,,MACORNA,3579,GAZETTED LOCALITY
VIC1561,250178416,27/4/12,,MACORNA NORTH,3568,GAZETTED LOCALITY
VIC1562,250185364,8/8/16,,MACS COVE,3723,GAZETTED LOCALITY
VIC1563,250185365,27/4/12,,MADALYA,3971,GAZETTED LOCALITY
VIC1564,250185366,2/5/17,,MADDINGLEY,3340,GAZETTED LOCALITY
VIC1565,250185367,27/4/12,,MAFEKING,3379,GAZETTED LOCALITY
VIC1566,250185368,9/8/17,,MAFFRA,3860,GAZETTED LOCALITY
VIC1567,250178422,25/1/16,,MAFFRA WEST UPPER,3859,GAZETTED LOCALITY
VIC1568,250185369,27/4/12,,MAGPIE,3352,GAZETTED LOCALITY
VIC1569,250185370,2/5/17,,MAIDEN GULLY,3551,GAZETTED LOCALITY
VIC1570,250185371,27/4/12,,MAIDSTONE,3012,GAZETTED LOCALITY
VIC1571,250190951,27/4/12,,MAILORS FLAT,3275,GAZETTED LOCALITY
VIC1572,250185373,27/4/12,,MAIN LEAD,3373,GAZETTED LOCALITY
VIC1573,250185374,1/11/17,,MAIN RIDGE,3928,GAZETTED LOCALITY
VIC1574,250185375,3/8/18,,MAINDAMPLE,3723,GAZETTED LOCALITY
VIC1575,250185376,12/5/18,,MAINTONGOON,3714,GAZETTED LOCALITY
VIC1576,250185377,27/4/12,,MAJOR PLAINS,3725,GAZETTED LOCALITY
VIC1577,250185378,27/4/12,,MAJORCA,3465,GAZETTED LOCALITY
VIC1578,250185379,27/4/12,,MALDON,3463,GAZETTED LOCALITY
VIC1579,250185380,9/11/15,,MALLACOOTA,3892,GAZETTED LOCALITY
VIC1580,250185381,3/2/18,,MALMSBURY,3446,GAZETTED LOCALITY
VIC1581,250185382,3/2/18,,MALVERN,3144,GAZETTED LOCALITY
VIC1582,250185383,1/11/17,,MALVERN EAST,3145,GAZETTED LOCALITY
VIC1583,250185384,8/8/16,,MAMBOURIN,3024,GAZETTED LOCALITY
VIC1584,250185385,27/4/12,,MANANGATANG,3546,GAZETTED LOCALITY
VIC1585,250185386,27/4/12,,MANDURANG,3551,GAZETTED LOCALITY
VIC1586,250185387,27/4/12,,MANDURANG SOUTH,3551,GAZETTED LOCALITY
VIC1587,250185388,27/4/12,,MANGALORE,3663,GAZETTED LOCALITY
VIC1588,250185389,27/4/12,,MANIFOLD HEIGHTS,3218,GAZETTED LOCALITY
VIC1589,250185390,5/8/13,,MANNERIM,3222,GAZETTED LOCALITY
VIC1590,250185391,9/8/17,,MANNIBADAR,3360,GAZETTED LOCALITY
VIC1591,250185392,27/4/12,,MANNS BEACH,3971,GAZETTED LOCALITY
VIC3007,500223417,8/8/16,,MANOR LAKES,3024,GAZETTED LOCALITY
VIC1592,250178447,27/4/12,,MANORINA,3889,GAZETTED LOCALITY
VIC1593,250185393,3/8/18,,MANSFIELD,3722,GAZETTED LOCALITY
VIC1594,250178449,27/4/12,,MARAMINGO CREEK,3891,GAZETTED LOCALITY
VIC1595,250185394,31/10/13,,MARCUS HILL,3222,GAZETTED LOCALITY
VIC1596,250185395,3/2/18,,MARDAN,3953,GAZETTED LOCALITY
VIC1597,250185396,27/4/12,,MARENGO,3233,GAZETTED LOCALITY
VIC1598,250185397,2/2/17,,MARIBYRNONG,3032,GAZETTED LOCALITY
VIC1599,250185398,27/4/12,,MARIONVALE,3634,GAZETTED LOCALITY
VIC1600,250185399,27/4/12,,MARKWOOD,3678,GAZETTED LOCALITY
VIC1601,250178456,27/4/12,,MARLBED,3483,GAZETTED LOCALITY
VIC1602,250185400,27/4/12,,MARLO,3888,GAZETTED LOCALITY
VIC1603,250178458,27/4/12,,MARNOO,3387,GAZETTED LOCALITY
VIC1604,250178459,27/4/12,,MARNOO EAST,3477,GAZETTED LOCALITY
VIC1605,250178460,27/4/12,,MARNOO WEST,3387,GAZETTED LOCALITY
VIC1606,250185401,27/4/12,,MARONG,3515,GAZETTED LOCALITY
VIC1607,250185402,27/4/12,,MAROONA,3377,GAZETTED LOCALITY
VIC1608,250178463,9/11/15,,MARRAWEENEY,3669,GAZETTED LOCALITY
VIC1609,250185403,26/7/12,,MARSHALL,3216,GAZETTED LOCALITY
VIC1610,,3/8/18,,MARTHAVALE,,GAZETTED LOCALITY
VIC1611,250185404,2/5/17,,MARUNGI,3634,GAZETTED LOCALITY
VIC1612,250185405,27/4/12,,MARYBOROUGH,3465,GAZETTED LOCALITY
VIC1613,250185406,27/4/12,,MARYKNOLL,3812,GAZETTED LOCALITY
VIC1614,250185407,27/4/12,,MARYSVILLE,3779,GAZETTED LOCALITY
VIC1615,250185408,27/4/12,,MARYVALE,3840,GAZETTED LOCALITY
VIC1616,250178470,27/4/12,,MASSEY,3482,GAZETTED LOCALITY
VIC1617,250178471,27/4/12,,MATLOCK,3723,GAZETTED LOCALITY
VIC1618,250185409,9/8/17,,MAUDE,3331,GAZETTED LOCALITY
VIC1619,250185410,27/4/12,,MCCRAE,3938,GAZETTED LOCALITY
VIC1620,250185412,27/4/12,,MCINTYRE,3472,GAZETTED LOCALITY
VIC1621,250185413,27/4/12,,MCKENZIE CREEK,3401,GAZETTED LOCALITY
VIC1622,250185414,12/5/18,,MCKENZIE HILL,3451,GAZETTED LOCALITY
VIC1623,250185415,27/4/12,,MCKINNON,3204,GAZETTED LOCALITY
VIC1624,250185416,2/2/17,,MCLOUGHLINS BEACH,3874,GAZETTED LOCALITY
VIC1625,250185417,27/4/12,,MCMAHONS CREEK,3799,GAZETTED LOCALITY
VIC1626,250178481,3/2/18,,MCMILLANS,3568,GAZETTED LOCALITY
VIC1627,250178482,3/2/18,,MEAD,3568,GAZETTED LOCALITY
VIC1628,250185418,27/4/12,,MEADOW CREEK,3678,GAZETTED LOCALITY
VIC1629,250185419,27/4/12,,MEADOW HEIGHTS,3048,GAZETTED LOCALITY
VIC1630,250185420,27/4/12,,MEATIAN,3585,GAZETTED LOCALITY
VIC1631,250185421,3/2/18,,MEENIYAN,3956,GAZETTED LOCALITY
VIC1632,250178487,27/4/12,,MEERING WEST,3579,GAZETTED LOCALITY
VIC1633,250178488,27/4/12,,MEERLIEU,3862,GAZETTED LOCALITY
VIC1634,250185422,2/5/17,,MELBOURNE,"3000, 3004",GAZETTED LOCALITY
VIC1635,250185423,1/11/17,,MELBOURNE AIRPORT,3045,GAZETTED LOCALITY
VIC1636,250185424,3/2/18,,MELTON,3337,GAZETTED LOCALITY
VIC1637,250185425,12/5/18,,MELTON SOUTH,3338,GAZETTED LOCALITY
VIC1638,250185426,3/2/18,,MELTON WEST,3337,GAZETTED LOCALITY
VIC1639,250185427,12/5/18,,MELVILLE FOREST,3315,GAZETTED LOCALITY
VIC1640,250185428,27/4/12,,MELWOOD,3875,GAZETTED LOCALITY
VIC1641,250185429,27/4/12,,MENA PARK,3373,GAZETTED LOCALITY
VIC1642,250185430,27/4/12,,MENTONE,3194,GAZETTED LOCALITY
VIC1643,250185431,27/4/12,,MENZIES CREEK,3159,GAZETTED LOCALITY
VIC1644,250185432,27/4/12,,MEPUNGA,3277,GAZETTED LOCALITY
VIC1645,250185433,27/4/12,,MEPUNGA EAST,3277,GAZETTED LOCALITY
VIC1646,250185434,27/4/12,,MEPUNGA WEST,3277,GAZETTED LOCALITY
VIC1647,250185435,29/10/12,,MERBEIN,3505,GAZETTED LOCALITY
VIC1648,250178503,27/4/12,,MERBEIN SOUTH,3505,GAZETTED LOCALITY
VIC1649,250178504,27/4/12,,MERBEIN WEST,3505,GAZETTED LOCALITY
VIC1650,250185436,30/4/13,,MEREDITH,3333,GAZETTED LOCALITY
VIC1651,250178506,27/4/12,,MERINGUR,3496,GAZETTED LOCALITY
VIC1652,250185437,8/11/16,,MERINO,3310,GAZETTED LOCALITY
VIC1653,250185438,2/2/17,,MERNDA,3754,GAZETTED LOCALITY
VIC1654,250185439,27/4/12,,MERRIANG,3737,GAZETTED LOCALITY
VIC1655,250178510,27/4/12,,MERRIANG SOUTH,3737,GAZETTED LOCALITY
VIC1656,250185440,5/5/16,,MERRICKS,3916,GAZETTED LOCALITY
VIC1657,250185441,5/5/16,,MERRICKS BEACH,3926,GAZETTED LOCALITY
VIC1658,250185442,27/4/12,,MERRICKS NORTH,3926,GAZETTED LOCALITY
VIC1659,250185443,27/4/12,,MERRIGUM,3618,GAZETTED LOCALITY
250190834,250190834,3/2/12,,MERRIJIG,3722,UNOFFICIAL SUBURB
VIC2958,250185445,8/11/16,,MERRIJIG,3875,GAZETTED LOCALITY
VIC2964,250190952,3/2/18,,MERRIJIG,3723,GAZETTED LOCALITY
VIC1662,250185446,31/10/13,,MERRIMU,3340,GAZETTED LOCALITY
VIC1663,250178517,27/4/12,,MERRINEE,3496,GAZETTED LOCALITY
VIC1664,250185447,31/1/14,,MERTON,3715,GAZETTED LOCALITY
VIC1665,250185448,27/4/12,,METCALFE,3448,GAZETTED LOCALITY
VIC1666,250185449,3/8/18,,METCALFE EAST,3444,GAZETTED LOCALITY
VIC1667,250185450,8/11/16,,METUNG,3904,GAZETTED LOCALITY
VIC1668,250185451,27/4/12,,MIA MIA,3444,GAZETTED LOCALITY
VIC1669,250185452,26/7/12,,MICKLEHAM,3064,GAZETTED LOCALITY
VIC1670,250185453,27/4/12,,MIDDLE CREEK,3375,GAZETTED LOCALITY
VIC1671,250185454,3/2/18,,MIDDLE PARK,3206,GAZETTED LOCALITY
VIC1672,250185455,1/11/17,,MIDDLE TARWIN,3956,GAZETTED LOCALITY
VIC1673,250178527,27/4/12,,MIEPOLL,3666,GAZETTED LOCALITY
VIC1674,250185456,27/4/12,,MIGA LAKE,3409,GAZETTED LOCALITY
VIC1675,250185457,27/4/12,,MILAWA,3678,GAZETTED LOCALITY
VIC1676,250185458,9/11/15,,MILDURA,3500,GAZETTED LOCALITY
VIC1677,250185459,3/2/18,,MILL PARK,3082,GAZETTED LOCALITY
VIC1678,250185460,27/4/12,,MILLBROOK,3352,GAZETTED LOCALITY
VIC1679,250185461,27/4/12,,MILLGROVE,3799,GAZETTED LOCALITY
VIC1680,250185462,31/1/14,,MILLOO,3572,GAZETTED LOCALITY
VIC1681,250178535,27/4/12,,MILLTOWN,3304,GAZETTED LOCALITY
VIC1682,250178536,27/4/12,,MILNES BRIDGE,3579,GAZETTED LOCALITY
VIC1683,250178537,27/4/12,,MINCHA,3575,GAZETTED LOCALITY
VIC1684,250178538,27/4/12,,MINCHA WEST,3568,GAZETTED LOCALITY
VIC1685,250185463,27/4/12,,MINERS REST,3352,GAZETTED LOCALITY
VIC1686,250185464,27/4/12,,MINGAY,3324,GAZETTED LOCALITY
VIC1687,250185465,12/5/18,,MINHAMITE,3287,GAZETTED LOCALITY
VIC1688,250185466,27/4/12,,MINIMAY,3413,GAZETTED LOCALITY
VIC1689,250185467,27/4/12,,MININERA,3351,GAZETTED LOCALITY
VIC1690,250185468,12/5/18,,MINJAH,3276,GAZETTED LOCALITY
VIC1691,250185469,27/4/12,,MINMINDIE,3537,GAZETTED LOCALITY
VIC1692,250185470,27/4/12,,MINYIP,3392,GAZETTED LOCALITY
VIC1693,250190395,27/4/12,,MIOWERA,3862,GAZETTED LOCALITY
VIC1694,250190708,8/8/16,,MIRALIE,3596,GAZETTED LOCALITY
VIC1695,250185471,27/4/12,,MIRAM,3415,GAZETTED LOCALITY
VIC1696,250185472,27/4/12,,MIRBOO,3871,GAZETTED LOCALITY
VIC1697,250185473,12/5/18,,MIRBOO NORTH,3871,GAZETTED LOCALITY
VIC1698,250178550,9/11/15,,MIRIMBAH,3722,GAZETTED LOCALITY
VIC1699,250185474,3/2/18,,MIRRANATWA,3294,GAZETTED LOCALITY
VIC1700,250185475,9/11/15,,MITCHAM,3132,GAZETTED LOCALITY
VIC1701,250185476,27/4/12,,MITCHELL PARK,3355,GAZETTED LOCALITY
VIC1702,250178554,27/4/12,,MITCHELLSTOWN,3608,GAZETTED LOCALITY
VIC1703,250185477,3/8/18,,MITIAMO,3573,GAZETTED LOCALITY
VIC1704,250178556,27/4/12,,MITRE,3409,GAZETTED LOCALITY
VIC1705,250178557,27/4/12,,MITTA MITTA,3701,GAZETTED LOCALITY
VIC1706,250178558,27/4/12,,MITTYACK,3490,GAZETTED LOCALITY
VIC1707,250185478,27/4/12,,MOCKINYA,3401,GAZETTED LOCALITY
VIC1708,250185479,27/4/12,,MODELLA,3816,GAZETTED LOCALITY
VIC1709,250185480,2/5/17,,MODEWARRE,3240,GAZETTED LOCALITY
VIC1710,250185481,23/1/13,,MOE,3825,GAZETTED LOCALITY
VIC1711,250185482,27/4/12,,MOE SOUTH,3825,GAZETTED LOCALITY
VIC1712,250185483,31/10/13,,MOGGS CREEK,3231,GAZETTED LOCALITY
VIC1713,250178565,27/4/12,,MOGLONEMBY,3666,GAZETTED LOCALITY
VIC1714,250178566,27/4/12,,MOKEPILLY,3381,GAZETTED LOCALITY
VIC1715,250185484,27/4/12,,MOLESWORTH,3718,GAZETTED LOCALITY
VIC1716,250185485,27/4/12,,MOLIAGUL,3472,GAZETTED LOCALITY
VIC1717,250178569,27/4/12,,MOLKA,3666,GAZETTED LOCALITY
VIC1718,250185486,25/1/16,,MOLLONGGHIP,3352,GAZETTED LOCALITY
VIC1719,250178571,27/4/12,,MOLOGA,3575,GAZETTED LOCALITY
VIC1720,250178572,12/5/18,,MOLYULLAH,3673,GAZETTED LOCALITY
VIC1721,250185487,27/4/12,,MONBULK,3793,GAZETTED LOCALITY
VIC1722,250185488,2/2/17,,MONEGEETTA,3433,GAZETTED LOCALITY
VIC1723,250178575,27/4/12,,MONGANS BRIDGE,3691,GAZETTED LOCALITY
VIC1724,250190998,27/4/12,,MONOMAK,,GAZETTED LOCALITY
VIC1725,250185489,27/4/12,,MONOMEITH,3984,GAZETTED LOCALITY
VIC1726,250185490,27/4/12,,MONT ALBERT,3127,GAZETTED LOCALITY
VIC1727,250185491,9/11/15,,MONT ALBERT NORTH,3129,GAZETTED LOCALITY
VIC1728,250178579,27/4/12,,MONTGOMERY,3851,GAZETTED LOCALITY
VIC1729,250185492,27/4/12,,MONTMORENCY,3094,GAZETTED LOCALITY
VIC1730,250185493,27/4/12,,MONTROSE,3765,GAZETTED LOCALITY
VIC1731,250185494,23/1/13,,MOOLAP,3224,GAZETTED LOCALITY
VIC1732,250178583,27/4/12,,MOOLERR,3477,GAZETTED LOCALITY
VIC1733,250185495,27/4/12,,MOOLORT,3465,GAZETTED LOCALITY
VIC1734,250185496,27/4/12,,MOONAMBEL,3478,GAZETTED LOCALITY
VIC1735,250185497,27/4/12,,MOONDARRA,3825,GAZETTED LOCALITY
VIC1736,250185498,3/2/18,,MOONEE PONDS,3039,GAZETTED LOCALITY
250190835,250190835,3/2/12,,MOONLIGHT FLAT,3451,UNOFFICIAL SUBURB
VIC2987,250191009,27/4/12,,MOONLIGHT FLAT,3450,GAZETTED LOCALITY
VIC2988,250185499,27/4/12,,MOONLIGHT FLAT,3465,GAZETTED LOCALITY
VIC1739,250185500,8/8/16,,MOORA,3612,GAZETTED LOCALITY
VIC1740,250185501,27/4/12,,MOORABBIN,3189,GAZETTED LOCALITY
VIC1741,250185502,27/4/12,,MOORABBIN AIRPORT,3194,GAZETTED LOCALITY
VIC1742,250185503,31/10/13,,MOORABOOL,3213,GAZETTED LOCALITY
VIC1743,250185504,27/4/12,,MOORALLA,3314,GAZETTED LOCALITY
VIC1744,250185505,27/4/12,,MOORILIM,3610,GAZETTED LOCALITY
VIC1745,250185506,29/10/12,,MOORMBOOL WEST,3523,GAZETTED LOCALITY
VIC1746,250190495,27/4/12,,MOORNAPA,3862,GAZETTED LOCALITY
VIC1747,250178596,27/4/12,,MOORNGAG,3673,GAZETTED LOCALITY
VIC1748,250185507,27/4/12,,MOOROODUC,3933,GAZETTED LOCALITY
VIC1749,250185508,8/8/16,,MOOROOLBARK,3138,GAZETTED LOCALITY
VIC1750,250185509,27/4/12,,MOOROOPNA,3629,GAZETTED LOCALITY
VIC1751,250185510,27/4/12,,MOOROOPNA NORTH,3629,GAZETTED LOCALITY
VIC1752,250185511,27/4/12,,MOOROOPNA NORTH WEST,3616,GAZETTED LOCALITY
VIC1753,250185512,27/4/12,,MORANDING,3764,GAZETTED LOCALITY
VIC1754,250185513,27/4/12,,MORDIALLOC,3195,GAZETTED LOCALITY
VIC1755,250185514,25/1/16,,MORGIANA,3301,GAZETTED LOCALITY
VIC1756,250185515,2/5/17,,MORIAC,3240,GAZETTED LOCALITY
VIC1757,250185516,27/4/12,,MORNINGTON,3931,GAZETTED LOCALITY
VIC1758,,3/8/18,,MOROKA,,GAZETTED LOCALITY
VIC1759,250185517,27/4/12,,MORRISONS,3334,GAZETTED LOCALITY
VIC1760,250178608,27/4/12,,MORRL MORRL,3387,GAZETTED LOCALITY
VIC1761,250185518,27/4/12,,MORTLAKE,3272,GAZETTED LOCALITY
VIC1762,250178610,27/4/12,,MORTON PLAINS,3482,GAZETTED LOCALITY
VIC1763,250185519,3/2/18,,MORWELL,3840,GAZETTED LOCALITY
VIC1764,250178612,27/4/12,,MOSSIFACE,3885,GAZETTED LOCALITY
VIC1765,250178613,12/5/18,,MOUNT ALFRED,3709,GAZETTED LOCALITY
VIC1766,250185520,27/4/12,,MOUNT BEAUTY,3699,GAZETTED LOCALITY
VIC1767,250185521,27/4/12,,MOUNT BECKWORTH,3363,GAZETTED LOCALITY
VIC1768,250185522,27/4/12,,MOUNT BEST,3960,GAZETTED LOCALITY
VIC1769,250178617,27/4/12,,MOUNT BOLTON,3352,GAZETTED LOCALITY
VIC1770,250190391,27/4/12,,MOUNT BRUNO,3675,GAZETTED LOCALITY
VIC1771,250178618,9/11/15,,MOUNT BUFFALO,,GAZETTED LOCALITY
VIC1772,250178619,3/2/18,,MOUNT BULLER,3723,GAZETTED LOCALITY
VIC1773,250185523,5/5/16,,MOUNT BURNETT,3781,GAZETTED LOCALITY
VIC1774,250185524,27/4/12,,MOUNT BUTE,3324,GAZETTED LOCALITY
VIC1775,250185525,27/4/12,,MOUNT CAMEL,3523,GAZETTED LOCALITY
VIC1776,250185526,27/4/12,,MOUNT CAMERON,3370,GAZETTED LOCALITY
VIC1777,250185527,1/11/17,,MOUNT CLEAR,3350,GAZETTED LOCALITY
VIC1778,250178625,3/2/18,,MOUNT COLE,3377,GAZETTED LOCALITY
VIC1779,250178626,3/2/18,,MOUNT COLE CREEK,3377,GAZETTED LOCALITY
VIC1780,250185528,1/11/17,,MOUNT COTTRELL,3024,GAZETTED LOCALITY
VIC1781,250185529,27/4/12,,MOUNT DANDENONG,3767,GAZETTED LOCALITY
VIC1782,250185530,27/4/12,,MOUNT DORAN,3334,GAZETTED LOCALITY
VIC1783,250178630,27/4/12,,MOUNT DRYDEN,3381,GAZETTED LOCALITY
VIC1784,250185531,9/8/17,,MOUNT DUNEED,3217,GAZETTED LOCALITY
VIC1785,250185532,3/2/18,,MOUNT ECCLES,3953,GAZETTED LOCALITY
VIC1786,250178633,3/2/18,,MOUNT ECCLES SOUTH,3953,GAZETTED LOCALITY
VIC1787,250185533,27/4/12,,MOUNT EGERTON,3352,GAZETTED LOCALITY
VIC1788,250185534,27/4/12,,MOUNT ELIZA,3930,GAZETTED LOCALITY
VIC1789,250185535,27/4/12,,MOUNT EMU,3351,GAZETTED LOCALITY
VIC1790,250185536,27/4/12,,MOUNT EVELYN,3796,GAZETTED LOCALITY
VIC1791,250185537,12/5/18,,MOUNT FRANKLIN,3461,GAZETTED LOCALITY
VIC1792,250185538,27/4/12,,MOUNT GLASGOW,3371,GAZETTED LOCALITY
VIC1793,250185539,27/4/12,,MOUNT HELEN,3350,GAZETTED LOCALITY
VIC1794,250185540,27/4/12,,MOUNT HOOGHLY,3472,GAZETTED LOCALITY
VIC1795,250185541,31/10/13,,MOUNT LONARCH,3468,GAZETTED LOCALITY
VIC1796,250185542,9/8/17,,MOUNT MACEDON,3441,GAZETTED LOCALITY
VIC1797,250185543,27/4/12,,MOUNT MAJOR,3646,GAZETTED LOCALITY
VIC1798,250185544,27/4/12,,MOUNT MARTHA,3934,GAZETTED LOCALITY
VIC1799,250185545,27/4/12,,MOUNT MERCER,3352,GAZETTED LOCALITY
VIC1800,250185546,31/10/13,,MOUNT MORIAC,3240,GAZETTED LOCALITY
VIC1801,250178647,27/4/12,,MOUNT NAPIER,3301,GAZETTED LOCALITY
VIC1802,250185547,27/4/12,,MOUNT PLEASANT,3350,GAZETTED LOCALITY
VIC1803,250185548,27/4/12,,MOUNT PROSPECT,3364,GAZETTED LOCALITY
VIC1804,250178650,3/8/18,,MOUNT RICHMOND,3305,GAZETTED LOCALITY
VIC1805,250178651,27/4/12,,MOUNT ROWAN,3352,GAZETTED LOCALITY
VIC1806,250185549,27/4/12,,MOUNT SABINE,3236,GAZETTED LOCALITY
VIC1807,250190496,1/11/17,,MOUNT TASSIE,3844,GAZETTED LOCALITY
VIC1808,250185551,27/4/12,,MOUNT TAYLOR,3875,GAZETTED LOCALITY
VIC1809,250185552,27/4/12,,MOUNT TOOLEBEWONG,3777,GAZETTED LOCALITY
