locality_pid,gnaf_locality_pid,date_created,date_retired,locality_name,postcode,locality_class
VIC764,250184756,27/4/12,,DON VALLEY,3139,GAZETTED LOCALITY
VIC765,250184757,27/4/12,,DONALD,3480,GAZETTED LOCALITY
VIC766,250184758,9/11/15,,DONCASTER,3108,GAZETTED LOCALITY
VIC767,250184759,2/2/17,,DONCASTER EAST,3109,GAZETTED LOCALITY
VIC768,250184760,2/5/17,,DONNYBROOK,3064,GAZETTED LOCALITY
VIC769,250184761,2/2/17,,DONVALE,3111,GAZETTED LOCALITY
VIC770,250177662,9/8/17,,DOOBOOBETIC,3478,GAZETTED LOCALITY
VIC771,250177663,27/4/12,,DOOEN,3401,GAZETTED LOCALITY
VIC772,250184762,27/4/12,,DOOKIE,3646,GAZETTED LOCALITY
VIC773,250184763,27/4/12,,DOOKIE COLLEGE,3647,GAZETTED LOCALITY
VIC774,250184764,2/2/17,,DOREEN,3754,GAZETTED LOCALITY
VIC775,250184765,27/4/12,,DORODONG,3312,GAZETTED LOCALITY
VIC776,250177668,27/4/12,,DOUBLE BRIDGES,3893,GAZETTED LOCALITY
VIC777,250184766,27/4/12,,DOUGLAS,3409,GAZETTED LOCALITY
VIC778,250184767,27/4/12,,DOVETON,3177,GAZETTED LOCALITY
VIC779,250184768,2/2/17,,DREEITE,3249,GAZETTED LOCALITY
VIC780,250177672,2/2/17,,DREEITE SOUTH,3249,GAZETTED LOCALITY
VIC781,250184769,27/4/12,,DRIFFIELD,3840,GAZETTED LOCALITY
VIC782,250177674,3/8/18,,DRIK DRIK,3304,GAZETTED LOCALITY
VIC783,250184770,27/4/12,,DROMANA,3936,GAZETTED LOCALITY
VIC784,250184771,27/4/12,,DROPMORE,3660,GAZETTED LOCALITY
VIC785,250184772,27/4/12,,DROUIN,3818,GAZETTED LOCALITY
VIC786,250184773,27/4/12,,DROUIN EAST,3818,GAZETTED LOCALITY
VIC787,250184774,27/4/12,,DROUIN SOUTH,3818,GAZETTED LOCALITY
VIC788,250184775,3/8/18,,DROUIN WEST,3818,GAZETTED LOCALITY
VIC789,250177681,27/4/12,,DRUMANURE,3636,GAZETTED LOCALITY
VIC790,250177682,27/4/12,,DRUMBORG,3304,GAZETTED LOCALITY
VIC791,250184776,27/4/12,,DRUMCONDRA,3215,GAZETTED LOCALITY
VIC792,250184777,27/4/12,,DRUMMARTIN,3570,GAZETTED LOCALITY
VIC793,250184778,2/5/17,,DRUMMOND,3461,GAZETTED LOCALITY
VIC794,250184779,23/1/13,,DRUMMOND NORTH,3446,GAZETTED LOCALITY
VIC795,250177687,27/4/12,,DRUNG,3401,GAZETTED LOCALITY
VIC796,250184780,27/4/12,,DRY DIGGINGS,3461,GAZETTED LOCALITY
VIC797,250184781,10/8/15,,DRYSDALE,3222,GAZETTED LOCALITY
VIC798,250190862,27/4/12,,DUCHEMBEGARRA,3409,GAZETTED LOCALITY
VIC799,250184782,3/2/18,,DUMBALK,3956,GAZETTED LOCALITY
VIC800,250184783,27/4/12,,DUMBALK NORTH,3956,GAZETTED LOCALITY
VIC801,250177692,3/8/18,,DUMOSA,3527,GAZETTED LOCALITY
VIC802,250184784,2/2/17,,DUNACH,3371,GAZETTED LOCALITY
VIC803,250184785,27/4/12,,DUNDONNELL,3271,GAZETTED LOCALITY
VIC804,250184786,27/4/12,,DUNKELD,3294,GAZETTED LOCALITY
VIC805,250184787,27/4/12,,DUNLUCE,3472,GAZETTED LOCALITY
VIC806,250184788,27/4/12,,DUNNEWORTHY,3377,GAZETTED LOCALITY
VIC807,250184789,27/4/12,,DUNNSTOWN,3352,GAZETTED LOCALITY
VIC808,250184790,27/4/12,,DUNOLLY,3472,GAZETTED LOCALITY
VIC809,250177700,1/11/17,,DUNROBIN,3312,GAZETTED LOCALITY
VIC810,250184791,1/11/17,,DURDIDWARRAH,3342,GAZETTED LOCALITY
VIC811,250184792,26/7/12,,DURHAM LEAD,3352,GAZETTED LOCALITY
VIC812,250184793,27/4/12,,DURHAM OX,3576,GAZETTED LOCALITY
VIC813,250177704,27/4/12,,DUTSON,3851,GAZETTED LOCALITY
VIC814,250184794,27/4/12,,DUTSON DOWNS,3851,GAZETTED LOCALITY
VIC815,250177706,2/5/17,,DUTTON WAY,3305,GAZETTED LOCALITY
VIC816,250184795,27/4/12,,DUVERNEY,3323,GAZETTED LOCALITY
VIC817,250184796,8/11/16,,EAGLE POINT,3878,GAZETTED LOCALITY
VIC818,250184797,2/5/17,,EAGLEHAWK,3556,GAZETTED LOCALITY
VIC819,250184798,27/4/12,,EAGLEHAWK NORTH,3556,GAZETTED LOCALITY
VIC820,250184799,7/11/14,,EAGLEMONT,3084,GAZETTED LOCALITY
VIC821,250177712,31/1/14,,EARLSTON,3669,GAZETTED LOCALITY
VIC822,250184800,27/4/12,,EAST BAIRNSDALE,3875,GAZETTED LOCALITY
VIC823,250184801,27/4/12,,EAST BENDIGO,3550,GAZETTED LOCALITY
VIC824,250184802,27/4/12,,EAST GEELONG,3219,GAZETTED LOCALITY
VIC825,250184803,27/4/12,,EAST MELBOURNE,3002,GAZETTED LOCALITY
VIC826,250177717,27/4/12,,EAST SALE,3852,GAZETTED LOCALITY
VIC827,250184804,27/4/12,,EAST WANGARATTA,3678,GAZETTED LOCALITY
VIC828,250184805,27/4/12,,EAST WARBURTON,3799,GAZETTED LOCALITY
VIC829,250184806,31/10/13,,EASTERN VIEW,3231,GAZETTED LOCALITY
VIC830,250184807,27/4/12,,EASTVILLE,3463,GAZETTED LOCALITY
VIC2998,250191062,27/4/12,,EASTWOOD,3875,GAZETTED LOCALITY
VIC831,250184808,27/4/12,,EBDEN,3691,GAZETTED LOCALITY
VIC832,250184809,29/10/12,,ECHUCA,3564,GAZETTED LOCALITY
250184810,250184810,3/2/12,,ECHUCA EAST,,UNOFFICIAL SUBURB
VIC833,250184812,29/10/12,,ECHUCA VILLAGE,3564,GAZETTED LOCALITY
VIC834,250184813,27/4/12,,ECHUCA WEST,3564,GAZETTED LOCALITY
VIC835,250184814,27/4/12,,ECKLIN SOUTH,3265,GAZETTED LOCALITY
VIC836,250184815,27/4/12,,EDDINGTON,3472,GAZETTED LOCALITY
VIC837,250184816,8/11/16,,EDEN PARK,3757,GAZETTED LOCALITY
VIC838,250184817,27/4/12,,EDENHOPE,3318,GAZETTED LOCALITY
VIC839,250184818,27/4/12,,EDGECOMBE,3444,GAZETTED LOCALITY
VIC840,250184819,12/5/18,,EDI,3678,GAZETTED LOCALITY
VIC841,250184820,27/4/12,,EDI UPPER,3678,GAZETTED LOCALITY
VIC842,250184821,27/4/12,,EDITHVALE,3196,GAZETTED LOCALITY
VIC843,250184822,8/11/16,,EGANSTOWN,3461,GAZETTED LOCALITY
VIC844,250184823,26/7/12,,EILDON,3713,GAZETTED LOCALITY
VIC845,250184824,27/4/12,,ELAINE,3334,GAZETTED LOCALITY
VIC846,250184825,27/4/12,,ELDORADO,3746,GAZETTED LOCALITY
VIC847,250184826,12/5/18,,ELEVATED PLAINS,3461,GAZETTED LOCALITY
VIC848,250184827,27/4/12,,ELINGAMITE,3266,GAZETTED LOCALITY
VIC849,250184828,27/4/12,,ELINGAMITE NORTH,3266,GAZETTED LOCALITY
VIC3004,250191172,29/10/12,,ELIZABETH ISLAND,3921,GAZETTED LOCALITY
VIC850,250184829,27/4/12,,ELLASWOOD,3875,GAZETTED LOCALITY
VIC851,250184830,27/4/12,,ELLERSLIE,3265,GAZETTED LOCALITY
VIC852,250184831,2/5/17,,ELLIMINYT,3250,GAZETTED LOCALITY
VIC853,250177746,25/1/16,,ELLINBANK,3821,GAZETTED LOCALITY
VIC854,250184832,3/8/18,,ELMHURST,3469,GAZETTED LOCALITY
VIC855,250184833,23/1/13,,ELMORE,3558,GAZETTED LOCALITY
VIC856,250184834,27/4/12,,ELPHINSTONE,3448,GAZETTED LOCALITY
VIC857,250184835,27/4/12,,ELSTERNWICK,3185,GAZETTED LOCALITY
VIC858,250184836,27/4/12,,ELTHAM,3095,GAZETTED LOCALITY
VIC859,250184837,27/4/12,,ELTHAM NORTH,3095,GAZETTED LOCALITY
VIC860,250184838,27/4/12,,ELWOOD,3184,GAZETTED LOCALITY
VIC861,250184839,27/4/12,,EMERALD,3782,GAZETTED LOCALITY
VIC862,250177755,27/4/12,,EMU,3475,GAZETTED LOCALITY
VIC863,250184840,27/4/12,,EMU CREEK,3551,GAZETTED LOCALITY
VIC864,250184841,27/4/12,,ENDEAVOUR HILLS,3802,GAZETTED LOCALITY
VIC865,250184842,26/7/12,,ENFIELD,3352,GAZETTED LOCALITY
VIC866,250184843,27/4/12,,ENGLEFIELD,3407,GAZETTED LOCALITY
VIC2954,250191013,27/4/12,,ENOCHS POINT,3723,GAZETTED LOCALITY
VIC867,250184844,27/4/12,,ENSAY,3895,GAZETTED LOCALITY
VIC868,250177761,27/4/12,,ENSAY NORTH,3895,GAZETTED LOCALITY
VIC869,250184845,2/2/17,,EPPALOCK,3551,GAZETTED LOCALITY
VIC870,250184846,9/8/17,,EPPING,3076,GAZETTED LOCALITY
VIC871,250184847,2/5/17,,EPSOM,3551,GAZETTED LOCALITY
VIC872,250184848,27/4/12,,ERCILDOUNE,3352,GAZETTED LOCALITY
VIC873,250184849,27/4/12,,ERICA,3825,GAZETTED LOCALITY
VIC874,,3/8/18,,ERRINUNDRA,,GAZETTED LOCALITY
VIC875,250177767,27/4/12,,ESKDALE,3701,GAZETTED LOCALITY
VIC876,250184850,30/4/13,,ESMOND,3730,GAZETTED LOCALITY
VIC877,250184851,2/5/17,,ESSENDON,3040,GAZETTED LOCALITY
VIC2955,250191021,23/1/13,,ESSENDON FIELDS,3041,GAZETTED LOCALITY
VIC878,250184852,27/4/12,,ESSENDON NORTH,3041,GAZETTED LOCALITY
VIC879,250184853,27/4/12,,ESSENDON WEST,3040,GAZETTED LOCALITY
VIC880,250184854,27/4/12,,EUMEMMERRING,3177,GAZETTED LOCALITY
VIC881,250177773,27/4/12,,EURACK,3251,GAZETTED LOCALITY
VIC882,250184855,27/4/12,,EUREKA,3350,GAZETTED LOCALITY
VIC883,250184856,27/4/12,,EUROA,3666,GAZETTED LOCALITY
VIC884,250177776,9/11/15,,EUROBIN,3739,GAZETTED LOCALITY
VIC885,250184857,27/4/12,,EVANSFORD,3371,GAZETTED LOCALITY
VIC886,250184858,3/8/18,,EVERSLEY,3377,GAZETTED LOCALITY
VIC887,250184859,9/8/17,,EVERTON,3678,GAZETTED LOCALITY
VIC888,250184860,9/8/17,,EVERTON UPPER,3678,GAZETTED LOCALITY
VIC889,250184861,27/4/12,,EXFORD,3338,GAZETTED LOCALITY
VIC890,250184862,1/11/17,,EYNESBURY,3338,GAZETTED LOCALITY
VIC891,250184863,27/4/12,,FAIRBANK,3951,GAZETTED LOCALITY
VIC892,250184864,9/8/17,,FAIRFIELD,3078,GAZETTED LOCALITY
VIC893,250184865,31/10/13,,FAIRHAVEN,3231,GAZETTED LOCALITY
VIC894,250177786,27/4/12,,FAIRLEY,3579,GAZETTED LOCALITY
VIC2971,250184866,27/4/12,,FAIRY DELL,3561,GAZETTED LOCALITY
VIC2972,250190699,27/4/12,,FAIRY DELL,3875,GAZETTED LOCALITY
VIC897,250177788,27/4/12,,FALLS CREEK,3699,GAZETTED LOCALITY
VIC898,250184867,12/5/18,,FARADAY,3451,GAZETTED LOCALITY
VIC899,250184868,27/4/12,,FAWCETT,3714,GAZETTED LOCALITY
VIC900,250184869,12/5/18,,FAWKNER,3060,GAZETTED LOCALITY
VIC901,250184870,27/4/12,,FENTONS CREEK,3518,GAZETTED LOCALITY
VIC902,250184871,27/4/12,,FERGUSON,3237,GAZETTED LOCALITY
VIC903,250184872,9/8/17,,FERN HILL,3458,GAZETTED LOCALITY
VIC904,250184873,27/4/12,,FERNBANK,3864,GAZETTED LOCALITY
VIC905,250177796,27/4/12,,FERNDALE,3821,GAZETTED LOCALITY
VIC906,250177797,27/4/12,,FERNIHURST,3518,GAZETTED LOCALITY
VIC907,250190726,27/4/12,,FERNSHAW,,GAZETTED LOCALITY
VIC908,250184874,26/7/12,,FERNTREE GULLY,3156,GAZETTED LOCALITY
VIC910,250184875,27/4/12,,FERNY CREEK,3786,GAZETTED LOCALITY
VIC3014,500223539,9/8/17,,FIELDSTONE,3024,GAZETTED LOCALITY
VIC911,250184876,27/4/12,,FIERY FLAT,3518,GAZETTED LOCALITY
VIC912,250184877,9/11/15,,FINGAL,3939,GAZETTED LOCALITY
VIC913,250184878,8/11/16,,FISH CREEK,3959,GAZETTED LOCALITY
VIC914,250184879,8/8/16,,FISH POINT,3585,GAZETTED LOCALITY
VIC915,250184880,8/11/16,,FISKVILLE,3342,GAZETTED LOCALITY
VIC916,250184881,27/4/12,,FITZROY,3065,GAZETTED LOCALITY
VIC917,250184882,27/4/12,,FITZROY NORTH,3068,GAZETTED LOCALITY
VIC918,250184883,25/1/16,,FLAGGY CREEK,3875,GAZETTED LOCALITY
VIC919,250184884,9/8/17,,FLAGSTAFF,3465,GAZETTED LOCALITY
VIC920,250190700,27/4/12,,FLAMINGO BEACH,3851,GAZETTED LOCALITY
VIC921,250184885,1/11/17,,FLEMINGTON,3031,GAZETTED LOCALITY
VIC922,250184886,5/5/16,,FLINDERS,3929,GAZETTED LOCALITY
VIC923,250184887,9/8/17,,FLORA HILL,3550,GAZETTED LOCALITY
VIC924,250184888,2/5/17,,FLOWERDALE,3717,GAZETTED LOCALITY
VIC925,250184889,3/2/18,,FLYNN,3844,GAZETTED LOCALITY
VIC926,250184890,27/4/12,,FLYNNS CREEK,3844,GAZETTED LOCALITY
VIC927,250184891,2/2/17,,FOOTSCRAY,3011,GAZETTED LOCALITY
VIC928,250184892,27/4/12,,FORBES,3764,GAZETTED LOCALITY
VIC929,250184893,27/4/12,,FOREST HILL,3131,GAZETTED LOCALITY
VIC930,250184894,8/11/16,,FORGE CREEK,3875,GAZETTED LOCALITY
VIC931,250184895,27/4/12,,FORREST,3236,GAZETTED LOCALITY
VIC932,250184896,8/11/16,,FOSTER,3960,GAZETTED LOCALITY
VIC933,250184897,27/4/12,,FOSTER NORTH,3960,GAZETTED LOCALITY
VIC934,250184898,27/4/12,,FOSTERVILLE,3557,GAZETTED LOCALITY
VIC935,250184899,27/4/12,,FOXHOW,3323,GAZETTED LOCALITY
500224118,,3/8/19,,FRAMLINGHAM,,INDIGENOUS LOCATION
VIC936,250184900,27/4/12,,FRAMLINGHAM,3265,GAZETTED LOCALITY
VIC937,250184901,27/4/12,,FRAMLINGHAM EAST,3265,GAZETTED LOCALITY
VIC938,250184902,3/8/18,,FRANKLINFORD,3461,GAZETTED LOCALITY
VIC939,250184903,1/11/17,,FRANKSTON,3199,GAZETTED LOCALITY
VIC940,250184904,1/11/17,,FRANKSTON NORTH,3200,GAZETTED LOCALITY
VIC941,250184905,27/4/12,,FRANKSTON SOUTH,3199,GAZETTED LOCALITY
VIC3015,500223540,9/8/17,,FRASER RISE,3336,GAZETTED LOCALITY
VIC942,250184906,27/4/12,,FREEBURGH,3741,GAZETTED LOCALITY
VIC943,250184907,31/10/13,,FRENCH ISLAND,3921,GAZETTED LOCALITY
VIC944,250184908,27/4/12,,FRENCHMANS,3384,GAZETTED LOCALITY
VIC945,250184909,29/10/12,,FRESHWATER CREEK,3217,GAZETTED LOCALITY
VIC946,250184910,27/4/12,,FRYERSTOWN,3451,GAZETTED LOCALITY
VIC947,250177836,3/2/18,,FULHAM,3851,GAZETTED LOCALITY
VIC948,250177837,27/4/12,,FUMINA,3825,GAZETTED LOCALITY
VIC949,250184911,27/4/12,,FUMINA SOUTH,3825,GAZETTED LOCALITY
VIC950,250184912,27/4/12,,FYANS CREEK,3381,GAZETTED LOCALITY
VIC951,250184913,9/8/17,,FYANSFORD,3218,GAZETTED LOCALITY
VIC2951,250181941,26/7/12,,GAFFNEYS CREEK,3723,GAZETTED LOCALITY
VIC952,250177841,25/1/16,,GAINSBOROUGH,3822,GAZETTED LOCALITY
VIC953,250177842,27/4/12,,GANNAWARRA,3568,GAZETTED LOCALITY
VIC954,250177843,27/4/12,,GAPSTED,3737,GAZETTED LOCALITY
VIC955,250184914,27/4/12,,GARDENVALE,3185,GAZETTED LOCALITY
VIC956,250184915,27/4/12,,GARFIELD,3814,GAZETTED LOCALITY
VIC957,250184916,27/4/12,,GARFIELD NORTH,3814,GAZETTED LOCALITY
VIC958,250184917,26/7/12,,GARIBALDI,3352,GAZETTED LOCALITY
VIC959,250184918,27/4/12,,GARVOC,3265,GAZETTED LOCALITY
VIC960,250190392,29/10/12,,GATEWAY ISLAND,3691,GAZETTED LOCALITY
VIC961,250184919,27/4/12,,GATUM,3407,GAZETTED LOCALITY
VIC962,250184920,27/4/12,,GAZETTE,3289,GAZETTED LOCALITY
VIC963,250184921,27/4/12,,GEELONG,3220,GAZETTED LOCALITY
VIC964,250184922,27/4/12,,GEELONG WEST,3218,GAZETTED LOCALITY
VIC965,250177853,27/4/12,,GELANTIPY,3885,GAZETTED LOCALITY
VIC966,250184923,27/4/12,,GELLIBRAND,3239,GAZETTED LOCALITY
VIC967,250184924,27/4/12,,GELLIBRAND LOWER,3237,GAZETTED LOCALITY
VIC968,250184925,27/4/12,,GELLIONDALE,3971,GAZETTED LOCALITY
VIC969,250184926,5/5/16,,GEMBROOK,3783,GAZETTED LOCALITY
VIC970,250177858,27/4/12,,GENOA,3891,GAZETTED LOCALITY
VIC971,250190900,5/8/13,,GENTLE ANNIE,,GAZETTED LOCALITY
VIC972,250190800,27/4/12,,GEORGES CREEK,3700,GAZETTED LOCALITY
VIC973,250184927,27/4/12,,GERAHMIN,3546,GAZETTED LOCALITY
VIC974,250184928,1/11/17,,GERANG GERUNG,3418,GAZETTED LOCALITY
VIC975,250184929,9/11/15,,GERANGAMETE,3249,GAZETTED LOCALITY
VIC976,250190393,27/4/12,,GERMANIA,3387,GAZETTED LOCALITY
VIC977,250177862,27/4/12,,GERMANTOWN,3741,GAZETTED LOCALITY
VIC978,250184930,27/4/12,,GERRIGERRUP,3289,GAZETTED LOCALITY
VIC979,250184931,8/11/16,,GHERANG,3240,GAZETTED LOCALITY
VIC980,250184932,31/10/13,,GHERINGHAP,3331,GAZETTED LOCALITY
VIC981,250184933,27/4/12,,GHIN GHIN,3717,GAZETTED LOCALITY
VIC982,250184934,1/11/17,,GIFFARD,3851,GAZETTED LOCALITY
VIC983,250184935,27/4/12,,GIFFARD WEST,3851,GAZETTED LOCALITY
VIC984,250177869,27/4/12,,GIL GIL,3480,GAZETTED LOCALITY
VIC985,250184936,27/4/12,,GILDEROY,3797,GAZETTED LOCALITY
VIC986,250184937,27/4/12,,GILLIESTON,3616,GAZETTED LOCALITY
VIC987,,3/8/18,,GILLUM,,GAZETTED LOCALITY
VIC988,250184938,27/4/12,,GIPSY POINT,3891,GAZETTED LOCALITY
VIC989,250184939,27/4/12,,GIRGARRE,3624,GAZETTED LOCALITY
VIC990,250184940,27/4/12,,GIRGARRE EAST,3616,GAZETTED LOCALITY
VIC991,250184941,9/8/17,,GISBORNE,3437,GAZETTED LOCALITY
VIC992,250184942,9/8/17,,GISBORNE SOUTH,3437,GAZETTED LOCALITY
VIC993,250177877,27/4/12,,GLADFIELD,3575,GAZETTED LOCALITY
VIC994,250184943,27/4/12,,GLADSTONE PARK,3043,GAZETTED LOCALITY
VIC995,250184944,6/2/15,,GLADYSDALE,3797,GAZETTED LOCALITY
VIC996,250184945,9/8/17,,GLEN ALVIE,3979,GAZETTED LOCALITY
VIC997,250181942,27/4/12,,GLEN CREEK,3691,GAZETTED LOCALITY
250177881,250177881,3/2/12,,GLEN FALLOCH,,UNOFFICIAL SUBURB
VIC999,250184946,27/4/12,,GLEN FORBES,3990,GAZETTED LOCALITY
VIC1000,250184947,27/4/12,,GLEN HUNTLY,3163,GAZETTED LOCALITY
VIC1001,250184948,3/2/18,,GLEN IRIS,3146,GAZETTED LOCALITY
VIC1002,250184949,27/4/12,,GLEN PARK,3352,GAZETTED LOCALITY
VIC1003,250177886,27/4/12,,GLEN VALLEY,3898,GAZETTED LOCALITY
VIC1004,250184950,27/4/12,,GLEN WAVERLEY,3150,GAZETTED LOCALITY
VIC1005,250190701,27/4/12,,GLEN WILLS,3898,GAZETTED LOCALITY
VIC1006,250184951,9/8/17,,GLENAIRE,3238,GAZETTED LOCALITY
VIC1007,250184952,27/4/12,,GLENALADALE,3864,GAZETTED LOCALITY
VIC1008,250177890,27/4/12,,GLENALBYN,3517,GAZETTED LOCALITY
VIC1009,250184953,3/8/18,,GLENAROUA,3764,GAZETTED LOCALITY
VIC1010,250184954,27/4/12,,GLENBRAE,3352,GAZETTED LOCALITY
VIC1011,250184955,1/11/17,,GLENBURN,3717,GAZETTED LOCALITY
VIC1012,250177893,27/4/12,,GLENDARUEL,3363,GAZETTED LOCALITY
VIC2980,250191031,27/4/12,,GLENDONALD,3364,GAZETTED LOCALITY
VIC2956,250191022,27/4/12,,GLENFALLOCH,3858,GAZETTED LOCALITY
VIC1014,250184956,27/4/12,,GLENFYNE,3266,GAZETTED LOCALITY
VIC1015,250184957,3/2/18,,GLENGARRY,3854,GAZETTED LOCALITY
VIC1016,250184958,27/4/12,,GLENGARRY NORTH,3854,GAZETTED LOCALITY
VIC1017,250184959,3/2/18,,GLENGARRY WEST,3854,GAZETTED LOCALITY
VIC1018,250184960,27/4/12,,GLENGOWER,3370,GAZETTED LOCALITY
VIC1019,250190482,27/4/12,,GLENHOPE,3444,GAZETTED LOCALITY
VIC1020,250190483,30/4/13,,GLENHOPE EAST,3522,GAZETTED LOCALITY
VIC1021,250184961,27/4/12,,GLENISLA,3314,GAZETTED LOCALITY
VIC1022,250184962,1/11/17,,GLENLEE,3418,GAZETTED LOCALITY
VIC1023,250184963,3/2/18,,GLENLOFTY,3469,GAZETTED LOCALITY
VIC1024,250184964,3/2/18,,GLENLOGIE,3469,GAZETTED LOCALITY
VIC1025,250177903,27/4/12,,GLENLOTH,3527,GAZETTED LOCALITY
VIC1026,250177904,27/4/12,,GLENLOTH EAST,3527,GAZETTED LOCALITY
VIC1027,250184965,27/4/12,,GLENLUCE,3451,GAZETTED LOCALITY
VIC1028,250184966,8/8/16,,GLENLYON,3461,GAZETTED LOCALITY
VIC1029,250184967,25/1/16,,GLENMAGGIE,3858,GAZETTED LOCALITY
VIC1030,250184968,27/4/12,,GLENMORE,3340,GAZETTED LOCALITY
VIC1031,250177909,27/4/12,,GLENORCHY,3385,GAZETTED LOCALITY
VIC1032,250184969,27/4/12,,GLENORMISTON NORTH,3265,GAZETTED LOCALITY
VIC1033,250184970,1/11/17,,GLENORMISTON SOUTH,3265,GAZETTED LOCALITY
VIC1034,250184971,3/8/18,,GLENPATRICK,3469,GAZETTED LOCALITY
VIC1035,250184972,27/4/12,,GLENROWAN,3675,GAZETTED LOCALITY
VIC1036,250177914,27/4/12,,GLENROWAN WEST,3675,GAZETTED LOCALITY
VIC1037,250184973,12/5/18,,GLENROY,3046,GAZETTED LOCALITY
VIC1038,250184974,27/4/12,,GLENTHOMPSON,3293,GAZETTED LOCALITY
VIC1039,250190702,27/4/12,,GLOMAR BEACH,3851,GAZETTED LOCALITY
VIC1040,250184975,27/4/12,,GNARWARRE,3221,GAZETTED LOCALITY
VIC1041,250184976,27/4/12,,GNOTUK,3260,GAZETTED LOCALITY
VIC1042,250184977,27/4/12,,GOBARUP,3559,GAZETTED LOCALITY
VIC1043,250184978,27/4/12,,GOBUR,3719,GAZETTED LOCALITY
VIC1044,250177920,27/4/12,,GOLDEN BEACH,3851,GAZETTED LOCALITY
VIC1045,250184979,27/4/12,,GOLDEN GULLY,3555,GAZETTED LOCALITY
VIC2977,250184982,27/4/12,,GOLDEN POINT,3350,GAZETTED LOCALITY
VIC2978,250184980,27/4/12,,GOLDEN POINT,3451,GAZETTED LOCALITY
VIC2979,250184981,27/4/12,,GOLDEN POINT,3465,GAZETTED LOCALITY
VIC1049,250184983,2/5/17,,GOLDEN SQUARE,3555,GAZETTED LOCALITY
VIC1050,250184984,27/4/12,,GOLDIE,3435,GAZETTED LOCALITY
VIC1051,250184985,27/4/12,,GOLDSBOROUGH,3472,GAZETTED LOCALITY
VIC1052,250177928,27/4/12,,GONG GONG,3352,GAZETTED LOCALITY
VIC1053,250177929,29/10/12,,GONN CROSSING,3579,GAZETTED LOCALITY
VIC1054,250177930,1/11/17,,GOOMALIBEE,3673,GAZETTED LOCALITY
VIC1055,250184986,27/4/12,,GOON NURE,3875,GAZETTED LOCALITY
VIC1056,250177932,27/4/12,,GOONGERAH,3888,GAZETTED LOCALITY
VIC1057,250184987,27/4/12,,GOORAM,3666,GAZETTED LOCALITY
VIC1058,250184988,29/10/12,,GOORAMADDA,3685,GAZETTED LOCALITY
VIC1059,250184989,1/11/17,,GOORAMBAT,3725,GAZETTED LOCALITY
VIC1060,250184990,27/4/12,,GOORNONG,3557,GAZETTED LOCALITY
VIC1061,250177937,27/4/12,,GOOROC,3477,GAZETTED LOCALITY
VIC1062,250177938,27/4/12,,GORAE,3305,GAZETTED LOCALITY
VIC1063,250177939,27/4/12,,GORAE WEST,3305,GAZETTED LOCALITY
VIC1064,250184991,8/8/16,,GORDON,3345,GAZETTED LOCALITY
VIC1065,250184992,27/4/12,,GORMANDALE,3873,GAZETTED LOCALITY
VIC1066,250184993,27/4/12,,GOROKE,3412,GAZETTED LOCALITY
VIC1067,250177943,27/4/12,,GOSCHEN,3585,GAZETTED LOCALITY
VIC1068,250184994,9/11/15,,GOUGHS BAY,3723,GAZETTED LOCALITY
VIC1069,250184995,8/11/16,,GOULBURN WEIR,3608,GAZETTED LOCALITY
VIC1070,250184996,27/4/12,,GOWANBRAE,3043,GAZETTED LOCALITY
VIC1071,250184997,27/4/12,,GOWANFORD,3544,GAZETTED LOCALITY
VIC1072,250184998,27/4/12,,GOWANGARDIE,3669,GAZETTED LOCALITY
VIC1073,250184999,27/4/12,,GOWAR EAST,3477,GAZETTED LOCALITY
VIC1074,250185000,27/4/12,,GOWER,3463,GAZETTED LOCALITY
VIC1075,250185001,27/4/12,,GRAHAMVALE,3631,GAZETTED LOCALITY
VIC1076,,3/8/18,,GRAMPIANS,,GAZETTED LOCALITY
VIC1077,250185002,3/2/18,,GRAND RIDGE,3870,GAZETTED LOCALITY
VIC3016,500223538,3/2/18,,GRANGEFIELDS,3335,GAZETTED LOCALITY
VIC1078,250177953,27/4/12,,GRANITE FLAT,3525,GAZETTED LOCALITY
VIC1079,250185003,27/4/12,,GRANITE ROCK,3875,GAZETTED LOCALITY
VIC1080,250185004,27/4/12,,GRANTVILLE,3984,GAZETTED LOCALITY
VIC1081,250177956,29/10/12,,GRANYA,3701,GAZETTED LOCALITY
VIC1082,250177957,27/4/12,,GRASS FLAT,3409,GAZETTED LOCALITY
VIC1083,250177958,8/11/16,,GRASSDALE,3302,GAZETTED LOCALITY
VIC1084,250185005,27/4/12,,GRASSMERE,3281,GAZETTED LOCALITY
VIC1085,250190394,27/4/12,,GRAYS BRIDGE,3477,GAZETTED LOCALITY
VIC1086,250177960,27/4/12,,GRAYTOWN,3608,GAZETTED LOCALITY
VIC1087,250177961,27/4/12,,GRE GRE,3477,GAZETTED LOCALITY
VIC1088,250177962,27/4/12,,GRE GRE NORTH,3477,GAZETTED LOCALITY
VIC1089,250177963,27/4/12,,GRE GRE SOUTH,3477,GAZETTED LOCALITY
VIC1090,250185006,8/11/16,,GREAT WESTERN,3374,GAZETTED LOCALITY
VIC1091,250177965,27/4/12,,GREDGWIN,3537,GAZETTED LOCALITY
VIC1092,250185007,27/4/12,,GREEN GULLY,3462,GAZETTED LOCALITY
VIC1093,250185008,3/2/18,,GREENDALE,3341,GAZETTED LOCALITY
VIC1094,250185009,3/2/18,,GREENHILL,3444,GAZETTED LOCALITY
